username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
425 Main Street, Manhattan, NY, 10044
(800) 925-4733

https://t.co/QgByl4ff6w",2021-11-29 18:54:37+00:00,,vaccin appoint avail walgreensduan read moderna main street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
401 Park Avenue South, Manhattan, NY, 10016
(800) 925-4733

https://t.co/gRJnzpSG8a",2021-11-29 18:54:37+00:00,,vaccin appoint avail walgreensduan read moderna park avenu south manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
401 East 86th Street, Manhattan, NY, 10028
(800) 925-4733

https://t.co/nrFHd2rAMT",2021-11-29 18:54:37+00:00,,vaccin appoint avail walgreensduan read pfizer east 86th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
4 West 4th Street, Manhattan, NY, 10012
(800) 925-4733

https://t.co/VhwpoFZl3e",2021-11-29 18:54:36+00:00,,vaccin appoint avail walgreensduan read pfizer west 4th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
4 Park Avenue, Manhattan, NY, 10016
(800) 925-4733

https://t.co/6exXxKVzRq",2021-11-29 18:54:36+00:00,,vaccin appoint avail walgreensduan read pfizer park avenu manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
4 Columbus Circle, Manhattan, NY, 10019
(800) 925-4733

https://t.co/v6dHLtIkCS",2021-11-29 18:54:36+00:00,,vaccin appoint avail walgreensduan read moderna columbu circl manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
4 Amsterdam Avenue, Manhattan, NY, 10023
(800) 925-4733

https://t.co/4PcFWUtSco",2021-11-29 18:54:36+00:00,,vaccin appoint avail walgreensduan read moderna amsterdam avenu manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
37-66 82nd Street, Queens, NY, 11372
(800) 925-4733

https://t.co/gPDjYUZEs9",2021-11-29 18:54:36+00:00,,vaccin appoint avail walgreensduan read pfizer 82nd street queen ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
352 Greenwich Street, Manhattan, NY, 10013
(800) 925-4733

https://t.co/Ec3tHwKPsg",2021-11-29 18:54:35+00:00,,vaccin appoint avail walgreensduan read pfizer greenwich street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
320 West 145th Street, Manhattan, NY, 10039
(800) 925-4733

https://t.co/HBOsui0t38",2021-11-29 18:54:35+00:00,,vaccin appoint avail walgreensduan read pfizer west 145th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
300 West 135th Street, Manhattan, NY, 10030
(800) 925-4733

https://t.co/Vn49etA22u",2021-11-29 18:54:34+00:00,,vaccin appoint avail walgreensduan read pfizer west 135th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
300 East 39th Street, Manhattan, NY, 10016
(800) 925-4733

https://t.co/7THpy7dE3s",2021-11-29 18:54:34+00:00,,vaccin appoint avail walgreensduan read pfizer east 39th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
28-58 Steinway Street, Queens, NY, 11103
(800) 925-4733

https://t.co/vGkCt2mcct",2021-11-29 18:54:33+00:00,,vaccin appoint avail walgreensduan read pfizer steinway street queen ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
250 Bedford Avenue, Brooklyn, NY, 11249
(800) 925-4733

https://t.co/RcvK5ICJkP",2021-11-29 18:54:33+00:00,,vaccin appoint avail walgreensduan read moderna bedford avenu brooklyn ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
249-46 Horace Harding Expressway, Queens, NY, 11362
(800) 925-4733

https://t.co/3VF7M2hM1G",2021-11-29 18:54:32+00:00,,vaccin appoint avail walgreensduan read moderna horac hard expressway queen ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
2265 Ralph Avenue, Brooklyn, NY, 11234
(800) 925-4733

https://t.co/xSin8l06I2",2021-11-29 18:54:32+00:00,,vaccin appoint avail walgreensduan read pfizer ralph avenu brooklyn ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
200 Water Street, Manhattan, NY, 10038
(800) 925-4733

https://t.co/jo44xC5jma",2021-11-29 18:54:32+00:00,,vaccin appoint avail walgreensduan read pfizer water street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
194 East 2nd Street, Manhattan, NY, 10009
(800) 925-4733

https://t.co/asMISkrZZ9",2021-11-29 18:54:31+00:00,,vaccin appoint avail walgreensduan read moderna east 2nd street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
1915 3rd Avenue, Manhattan, NY, 10029
(800) 925-4733

https://t.co/8FNAXK1usd",2021-11-29 18:54:31+00:00,,vaccin appoint avail walgreensduan read pfizer 3rd avenu manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
180 West 20th Street, Manhattan, NY, 10011
(800) 925-4733

https://t.co/j4YUTulJOp",2021-11-29 18:54:31+00:00,,vaccin appoint avail walgreensduan read moderna west 20th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
164 Kent Avenue, Brooklyn, NY, 11249
(800) 925-4733

https://t.co/8UDGsK9GvZ",2021-11-29 18:54:30+00:00,,vaccin appoint avail walgreensduan read pfizer kent avenu brooklyn ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
155 East 34th Street, Manhattan, NY, 10016
(800) 925-4733

https://t.co/m8YKcsi0rT",2021-11-29 18:54:30+00:00,,vaccin appoint avail walgreensduan read pfizer east 34th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
1490 Madison Avenue, Manhattan, NY, 10029
(800) 925-4733

https://t.co/jSwLEuq389",2021-11-29 18:54:30+00:00,,vaccin appoint avail walgreensduan read pfizer madison avenu manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
136-02 Roosevelt Avenue, Queens, NY, 11354
(800) 925-4733

https://t.co/lRVGkT8zA0",2021-11-29 18:54:30+00:00,,vaccin appoint avail walgreensduan read moderna roosevelt avenu queen ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
135 East 125th Street, Manhattan, NY, 10035
(800) 925-4733

https://t.co/gTKk9qYXji",2021-11-29 18:54:29+00:00,,vaccin appoint avail walgreensduan read pfizer east 125th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
1235 Lexington Avenue, Manhattan, NY, 10028
(800) 925-4733

https://t.co/Q3tOUgbU78",2021-11-29 18:54:29+00:00,,vaccin appoint avail walgreensduan read pfizer lexington avenu manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
122 East 42nd Street, Manhattan, NY, 10168
(800) 925-4733

https://t.co/3TagMfH9Pg",2021-11-29 18:54:29+00:00,,vaccin appoint avail walgreensduan read pfizer east 42nd street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
116-02 Beach Channel Drive, Queens, NY, 11694
(800) 925-4733

https://t.co/WcoZOGj2pM",2021-11-29 18:54:28+00:00,,vaccin appoint avail walgreensduan read pfizer beach channel drive queen ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
100 West 57th Street, Manhattan, NY, 10019
(800) 925-4733

https://t.co/VBEtcX8yU2",2021-11-29 18:54:27+00:00,,vaccin appoint avail walgreensduan read moderna west 57th street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
100 Delancey Street, Manhattan, NY, 10002
(800) 925-4733

https://t.co/M5jQbYZkS0",2021-11-29 18:54:27+00:00,,vaccin appoint avail walgreensduan read pfizer delancey street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
244 East 161st Street, Bronx, NY, 10451
(800) 925-4733

https://t.co/m47Djj1E0v",2021-11-29 18:54:26+00:00,,vaccin appoint avail walgreensduan read pfizer east 161st street bronx ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
133 Dyckman Street, Manhattan, NY, 10040
(800) 925-4733

https://t.co/mPkwPigqfC",2021-11-29 18:54:26+00:00,,vaccin appoint avail walgreensduan read pfizer dyckman street manhattan ny,United States
NYC Vaccine Bot,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
2 Penn Plaza, Manhattan, NY, 10121
(800) 925-4733

https://t.co/an6oWoa6rl",2021-11-29 18:54:25+00:00,,vaccin appoint avail walgreensduan read moderna penn plaza manhattan ny,United States
Brenda Teese,USA,"""Biden emphasized the importance of vaccination to protect against all variants of the COVID-19 virus and encouraged wearing masks in crowded spaces.""

#COVID19 
#covidvariant 
#Omicron 
 
https://t.co/dZRrh7EHAw",2021-11-29 18:52:37+00:00,"covid19,covidvariant,omicron",biden emphas import vaccin protect variant covid19 viru encourag wear mask crowd space covid19 covidvari omicron,United States
Brian Goertz MD,"Seattle, WA","Moderna Chief Medical Officer says, Omicron has thrown a ""new wrench"" into the fight against Covid-19, but emphasized that having some vaccination will help fight even a very altered and highly dangerous variant.

The message: Everyone needs to be vaccinated 👍",2021-11-29 18:49:55+00:00,,moderna chief medic offic say omicron thrown new wrench fight covid19 emphas vaccin help fight even alter highli danger variant messag everyon need vaccin,United States
ADN America,"Florida, USA","SafePassLA is one of the strictest COVID-19 mandates in the nation, requiring everyone over 18 to show vaccination proof. https://t.co/yAujxzDTWf",2021-11-29 18:49:16+00:00,,safepassla one strictest covid19 mandat nation requir everyon show vaccin proof,United States
Aaron Miri,"First Coast, FL","“It is no April Fool’s joke that on April 1, 2022, this code set is expanding. The upcoming codes are:

310, Unvaccinated for COVID-19;
311, Partially vaccinated for COVID-19; and
39, Other underimmunization status.” 

😑 https://t.co/6ndrTfzXiN",2021-11-29 18:48:05+00:00,,april fool joke april code set expand upcom code unvaccin covid19 partial vaccin covid19 underimmun statu,United States
AmericanPatriotEAST,USA,"Recurrence of cutaneous T-cell lymphoma post viral vector COVID-19 vaccination
-Cancer recurrence in vax recipients 
https://t.co/hyPtZ9F9gV",2021-11-29 18:44:40+00:00,,recurr cutan tcell lymphoma post viral vector covid19 vaccin cancer recurr vax recipi,United States
AmericanPatriotEAST,USA,"@carlquintanilla @pbump Recurrence of cutaneous T-cell lymphoma post viral vector COVID-19 vaccination
-Cancer recurrence in vax recipients 
https://t.co/hyPtZ9F9gV",2021-11-29 18:44:34+00:00,,carlquintanilla pbump recurr cutan tcell lymphoma post viral vector covid19 vaccin cancer recurr vax recipi,United States
Web Chick,"Lancaster, Ohio","COVID-19 BOOSTERS @Fairfieldco1550 
Everyone Ages 18 and Older Can Get a Booster Shot.
At least 6 months after completing your primary Pfizer-BioNTech or Moderna COVID-19 vaccination series or at least 2 months after your Johnson &amp; Johnson’s Janssen shot.
https://t.co/YNDQfH3pRf",2021-11-29 18:39:51+00:00,,covid19 booster fairfieldco1550 everyon age older get booster shot least month complet primari pfizerbiontech moderna covid19 vaccin seri least month johnson amp johnson janssen shot,United States
Drakelstorm,NJ,"@mac_dan9erou5 @srenee_24 @pooltikalfroggi @queenleratow Even on the CDC website: Myocarditis and pericarditis have rarely been reported, especially in adolescents and young adult males within several days after COVID-19 vaccination.",2021-11-29 18:37:56+00:00,,macdan9erou5 srenee24 pooltikalfroggi queenleratow even cdc websit myocard pericard rare report especi adolesc young adult male within sever day covid19 vaccin,United States
Foreign Affairs,"New York, NY","Only a minority of African countries are approaching adequate levels of COVID-19 vaccination. @ashishkjha and @andrewiliff call on Washington to lead a global partnership with the Africa CDC to boost vaccination rates.
https://t.co/Y29GfWsFYK",2021-11-29 18:36:07+00:00,,minor african countri approach adequ level covid19 vaccin ashishkjha andrewiliff call washington lead global partnership africa cdc boost vaccin rate,United States
HI4E.Org MarkShuster,"Minnesota, USA","(WALL STREET JOURNAL) - ""Some Hospitals Prepare To Lose Staff Over Covid-19 Vaccination Mandate.""
Some hospitals, nursing homes and other healthcare providers are preparing to operate without up to a third of their staff at the sta…https://t.co/HQC4vGEsU3 https://t.co/k8WbMunYG6",2021-11-29 18:34:28+00:00,,wall street journal hospit prepar lose staff covid19 vaccin mandat hospit nurs home healthcar provid prepar oper without third staff sta,United States
Kyle Stokes,Los Angeles,"Federal appeals court temporarily blocks @sdschools' student #COVID19 vaccination mandate.

The issue: whether religious exemptions should be allowed for students https://t.co/867EcJvO2w",2021-11-29 18:33:40+00:00,covid19,feder appeal court temporarili block sdschool student covid19 vaccin mandat issu whether religi exempt allow student,United States
Henry Graff,"Richmond, VA","NOW: On new COVID-19 variant, @GovernorVA says state is testing for omicron, no cases detected, continue vaccination effort to minimize impacts. @NBC12",2021-11-29 18:32:26+00:00,,new covid19 variant governorva say state test omicron case detect continu vaccin effort minim impact nbc12,United States
StateScoop,"Washington, DC","Washington state's new COVID-19 pass, which was built using California's source code, allows residents to prove their vaccination status @WADeptHealth https://t.co/aaDV5jpAc2 https://t.co/kZzC1AVhcP",2021-11-29 18:30:07+00:00,,washington state new covid19 pas built use california sourc code allow resid prove vaccin statu wadepthealth,United States
Granite State News Collaborative,"New Hampshire, USA","News from our partner @NHBR 

Medical experts say widespread vaccination, including booster shots, is the best way to lessen the impact of the Covid-19 pandemic and ultimately build herd immunity, and great gains have been made.

https://t.co/WmvGQN30mj",2021-11-29 18:30:06+00:00,,news partner nhbr medic expert say widespread vaccin includ booster shot best way lessen impact covid19 pandem ultim build herd immun great gain made,United States
OIEx,25 South Front Street,"Dr. Andrew Geers, a professor of psychology @UToledo, discusses his research detailing a link between the side effects people expected from #COVID19 vaccination and those they actually experienced.

https://t.co/pgzZNIdeJv",2021-11-29 18:30:00+00:00,covid19,dr andrew geer professor psycholog utoledo discus research detail link side effect peopl expect covid19 vaccin actual experienc,United States
FOX5 Las Vegas,Las Vegas,".@SanJoseSharks ssistant general manager Joe Will said Sunday that @evanderkane_9 has been placed on waivers before his 21-game suspension for submitting a fake COVID-19 vaccination card ends. 
https://t.co/3GFkdIvF00",2021-11-29 18:30:00+00:00,,sanjoseshark ssistant gener manag joe said sunday evanderkane9 place waiver 21game suspens submit fake covid19 vaccin card end,United States
David Chao,"El Dorado Hills, CA","modrnhealthcr: The Oregon Health Authority is offering to pay pharmacies $35 for each dose of COVID-19 vaccine they administer, with the intention to boost vaccination rates.
https://t.co/WyZCoSmnOq",2021-11-29 18:29:33+00:00,,modrnhealthcr oregon health author offer pay pharmaci dose covid19 vaccin administ intent boost vaccin rate,United States
Kean Theatre Council,Kean University,"For those who are unable to attend the meeting in-person on campus due to COVID-19 Vaccination Restrictions or Concerns, we will be live streaming the meeting via Facebook Live, which is linked in our Instagram bio 🎭🥳",2021-11-29 18:26:22+00:00,,unabl attend meet inperson campu due covid19 vaccin restrict concern live stream meet via facebook live link instagram bio,United States
LaCruz Osinachi Cruz🇳🇬,"Speedway, IN","Sir @HHichilema It would have been better not to force this vaccination thing at people coz wats on the ground you wouldn't want to hear it, its like all attention for you and your health @SylviaTMasebo minister is just on COVID-19 meanwhile in these health institution people https://t.co/u5w4S28EHB",2021-11-29 18:24:23+00:00,,sir hhichilema would better forc vaccin thing peopl coz wat ground wouldnt want hear like attent health sylviatmasebo minist covid19 meanwhil health institut peopl,United States
Roy Nowlin,Los Angeles and New York,"@NOTR33VO BIG: There were ZERO Covid-19 deaths yesterday in New York City — with a population of almost 9 MILLION and an adult vaccination rate of nearly 90 PERCENT.

Vaccines work! Pass it on.",2021-11-29 18:21:22+00:00,,notr33vo big zero covid19 death yesterday new york citi popul almost million adult vaccin rate nearli percent vaccin work pas,United States
The Intellectual Elitist 🥑🌐⬆️,Texas,"@Ihatetweeter66 @CDCgov @cdc The link isn't BS, your summary of it was. You're much more likely to die in a car accident driving than have a cardiac event following vaccination. COVID 19 is more likely to cause a cardiac event than the vaccine. COVID infection is what isn't safe.",2021-11-29 18:21:06+00:00,,ihatetweeter66 cdcgov cdc link isnt b summari your much like die car accid drive cardiac event follow vaccin covid like caus cardiac event vaccin covid infect isnt safe,United States
Gerald W. Lynch Theater,New York City,Join us for MISS EVERS’ BOYS! The show explores the events surrounding the true story of the U.S. Government's Tuskegee Syphilis Experiment. It also sheds light on why many are fearful of getting the Covid-19 vaccination. Get your tickets now! Vax and Masks Required at this event https://t.co/1PeMaUQpbO,2021-11-29 18:19:28+00:00,,join u miss ever boy show explor event surround true stori u govern tuskege syphili experi also shed light mani fear get covid19 vaccin get ticket vax mask requir event,United States
Susan🌵💙💖,SW USA,@burnwhilereadng @BellaLuna468 @jimsciutto Healthy people die every day of Covid-19 in my state. Get your booster 6 months after your last vaccination no matter if you think you’re healthy.,2021-11-29 18:19:13+00:00,,burnwhilereadng bellaluna468 jimsciutto healthi peopl die everi day covid19 state get booster month last vaccin matter think your healthi,United States
MapBusinessOnline,"Cornish, Maine, USA","Time-lapse Map of the COVID-19 USA Contagion Spread &amp; Full Vaccination by State – 11/27/2021 | Source Data: https://usafacts. org
Posting daily map visualizations of the Coronavirus Contagion Spread by State by MapBusinessOnline. Weekly Map visualization 
https://t.co/5LpnZWSdJE",2021-11-29 18:17:44+00:00,,timelaps map covid19 usa contagion spread amp full vaccin state sourc data org post daili map visual coronaviru contagion spread state mapbusinessonlin weekli map visual,United States
Mike Oxmall Violently American,"Philadelphia, PA",White Smoke Emanates From Wuhan Lab Chimney Signaling A New Variant Has Been Named!!!! #Omicron #covid_19 #covidvacccine #covidmemes #covid #coronavirus #vaccinetruthadvocate #ᴠᴀᴄᴄɪɴᴇsideeffects #vaccinatedandhappy #vaccination #Variant #wuhan #wuhanchina #wuhancity #GQP https://t.co/dEvmRwOq5d,2021-11-29 18:16:27+00:00,"omicron,covid_19,covidvacccine,covidmemes,covid,coronavirus,vaccinetruthadvocate,ᴠᴀᴄᴄɪɴᴇsideeffects,vaccinatedandhappy,vaccination,variant,wuhan,wuhanchina,wuhancity,gqp",white smoke eman wuhan lab chimney signal new variant name omicron covid19 covidvacccin covidmem covid coronaviru vaccinetruthadvoc sideeffect vaccinatedandhappi vaccin variant wuhan wuhanchina wuhanc gqp,United States
CCISD,"Corpus Christi, Texas","Corpus Christi ISD will partner with the Nueces County Public Health District to offer COVID-19 vaccines for ages 5 and up. Clinics will take place in 15 elementary campuses. 

Pre-register: https://t.co/jiBTjot3CK

Click here for dates and locations: https://t.co/R5CNtSo5Ek https://t.co/IKDm5ilbu0",2021-11-29 18:15:03+00:00,,corpu christi isd partner nuec counti public health district offer covid19 vaccin age clinic take place elementari campus preregist click date locat,United States
National Academies,"Washington, DC","Vaccinating children and youth will likely be a key step in limiting the spread of #COVID19. Join us tomorrow at 2PM ET to learn communications strategies from social and behavioral science for encouraging vaccination.

Register: https://t.co/2qdvRYrrwr #publichealth https://t.co/9bJsVsnOLF",2021-11-29 18:10:06+00:00,"covid19,publichealth",vaccin child youth like key step limit spread covid19 join u tomorrow 2pm et learn commun strategi social behavior scienc encourag vaccin regist publichealth,United States
Emily Pember,"Lubbock, TX",How were vaccines not already required?! 🤔  https://t.co/jMDtvH1N9l,2021-11-29 18:10:05+00:00,,vaccin alreadi requir,United States
Amy😃 we’re in a grand solar minimum,"Texas, USA",@pawley_robert @barryjohnreid21 @JDS44894884 @JSAHolmes @Jennife40357371 @wjack76995 @andylumm @RTheatheist @xx202Qxx @MdRisette @BurgerLab12 @mcfunny @ChrisJohnsonMD @Stanford_lands @OpenParachute @AndersJonita @TierraHenson @MaureenStroud @ADevotedYogi @mitstax @Bebert701 @UnclebuckJ @Bill20538001 @Kathmarval @markmcdougall13 @nyob7714 @BrowningNeelyn @KayVonPaul @Alex_on_A14 @WendyOrent @ghoppe @Will_holliday1 @NateWeymouth @FineAndBrennan @JohnBee888 @carlsmythe @ItsAllLies1 @ADreyzen @BioVisionary @RodFair2 @DEKKplans @KAMasse81 @jamesgordon4th @DontMes70957787 @Jenni86587557 @SassyGirlD1 @SaltaoVladimir @jhan2qt @Nycweatherrepor @Michell69397997 I’ve had all my vaccinations and yearly flu shot. But the COVID-19 jab is not really a vaccination which is why the hospitals are full of double Vaxxed patients. Ask any nurse.,2021-11-29 18:05:49+00:00,,pawleyrobert barryjohnreid21 jds44894884 jsaholm jennife40357371 wjack76995 andylumm rtheatheist xx202qxx mdrisett burgerlab12 mcfunni chrisjohnsonmd stanfordland openparachut andersjonita tierrahenson maureenstroud adevotedyogi mitstax bebert701 unclebuckj bill20538001 kathmarv markmcdougall13 nyob7714 browningneelyn kayvonpaul alexona14 wendyor ghopp willholliday1 nateweymouth fineandbrennan johnbee888 carlsmyth itsalllies1 adreyzen biovisionari rodfair2 dekkplan kamasse81 jamesgordon4th dontmes70957787 jenni86587557 sassygirld1 saltaovladimir jhan2qt nycweatherrepor michell69397997 ive vaccin yearli flu shot covid19 jab realli vaccin hospit full doubl vax patient ask nurs,United States
Scan8,"Miami, Fl","Nearly 60% of hospitalized COVID-19 patients in Israel fully vaccinated, data shows 

The country has one of the world's highest COVID-19 vaccination levels, with about 78% of those ages 12 and older fully vaccinated, mostly with the Pfizer vaccine.

https://t.co/FnDBG4P2DK",2021-11-29 18:04:52+00:00,,nearli hospit covid19 patient israel fulli vaccin data show countri one world highest covid19 vaccin level age older fulli vaccin mostli pfizer vaccin,United States
The Northern Light,"Blaine, Washington",The Blaine school district area reached 70 percent vaccination rate. https://t.co/wkrzh9IP5G,2021-11-29 18:04:22+00:00,,blain school district area reach percent vaccin rate,United States
Office of Head Start,"Washington, DC","The Head Start Program Performance Standards are being updated to support a safe and healthy environment for staff, children, and families. Read the new blog from Dr. Futrell for information on the latest requirements for COVID-19 vaccination and masking: https://t.co/x5K8NvEKXo https://t.co/tbht8XZwit",2021-11-29 18:03:54+00:00,,head start program perform standard updat support safe healthi environ staff child famili read new blog dr futrel inform latest requir covid19 vaccin mask,United States
Nellie Drew,Buffalo,A close-up look at Antonio Brown's potential ramifications from obtaining a fake vaccination card: https://t.co/DuCUDpzeA8,2021-11-29 18:03:30+00:00,,closeup look antonio brown potenti ramif obtain fake vaccin card,United States
JCPH,"Iowa City, Iowa","There is funding available to bring an idea to life that promotes COVID-19 vaccination (awards up to $1,900). If you are interested - https://t.co/4Ey4Kf5Vdg   
Questions? Email htice@johnsoncountyiowa.gov https://t.co/wmNvvqui2W",2021-11-29 18:01:52+00:00,,fund avail bring idea life promot covid19 vaccin award interest question email hticejohnsoncountyiowagov,United States
Houston Health Dept,"Houston, TX","Frank Ciaccio didn't get vaccinated soon enough. His bout with COVID-19 included a lengthy hospital stay, surgeries, and long-term consequences. Get vaccinated - find vaccination sites at https://t.co/zEVXZTgKpo or by calling 832-393-4220. 
https://t.co/wBz5N6C9bo",2021-11-29 18:01:40+00:00,,frank ciaccio didnt get vaccin soon enough bout covid19 includ lengthi hospit stay surgeri longterm consequ get vaccin find vaccin site call,United States
Park Ave Magazine,"Winter Park, FL","COVID-19 shots for younger kids are coming to central Florida, use the government site to find your vaccination location. 
https://t.co/ovGJX0f0Yv 
#covid19 #vaccine #children #centralflorida #vaccinationsites
https://t.co/RmCoio7Spk https://t.co/INxNGUzval",2021-11-29 18:01:12+00:00,"covid19,vaccine,children,centralflorida,vaccinationsites",covid19 shot younger kid come central florida use govern site find vaccin locat covid19 vaccin child centralflorida vaccinationsit,United States
Louisiana Department of Health,"Baton Rouge, La.","Louisianians who get their first COVID-19 vaccination shot are eligible to receive $100, including children ages 5 – 17. The #ShotFor100 campaign ends tomorrow, 11/30. Get your COVID-19 vaccine to protect yourself and your community.",2021-11-29 17:58:19+00:00,shotfor100,louisianian get first covid19 vaccin shot elig receiv includ child age shotfor100 campaign end tomorrow get covid19 vaccin protect commun,United States
Caprise Scott @mobilepotency - instagram,"Queens, New York","https://t.co/sI56ureiQ4

Mansfield has the lowest vaccination rate in CT but few COVID-19 cases. Officials said the data is misleading because it includes UConn students ....",2021-11-29 17:58:09+00:00,,mansfield lowest vaccin rate ct covid19 case offici said data mislead includ uconn student,United States
San Diego City Council Communications,San Diego,Now hearing Item 601 - Emergency Ordinance to Implement the City’s Mandatory COVID-19 Vaccination Policy,2021-11-29 17:56:52+00:00,,hear item emerg ordin implement citi mandatori covid19 vaccin polici,United States
Univ. of Northern Colorado,"Greeley, Colo.","Bears, do you know when to submit a COVID-19 report? As a general rule, submit a report if you have symptoms or test positive. Reporting exposures depends on your vaccination status and whether you develop symptoms. 

Help keep our community healthy: https://t.co/kbQ3dLiezv https://t.co/yeikfkB46o",2021-11-29 17:55:03+00:00,,bear know submit covid19 report gener rule submit report symptom test posit report exposur depend vaccin statu whether develop symptom help keep commun healthi,United States
Albany County Leg.,"Albany, NY","Upcoming School-Based Vaccine Clinics ‼️
***BY APPOINTMENT ONLY***
Dec. 2: 4:30-7 pm, Menands Union Free School, 19  Wards Ln.
Dec. 8: 4:30-7 pm, Blue Creek Elementary School, 100 Clinton St.
For a full listing of upcoming clinics or to register, visit: https://t.co/wUQsRcKO8T",2021-11-29 17:54:24+00:00,,upcom schoolbas vaccin clinic appoint dec pm menand union free school ward ln dec pm blue creek elementari school clinton st full list upcom clinic regist visit,United States
"Steve Gelfand, MD","Myrtle Beach, SC","https://t.co/4hICclwCxK Let's hope these preliminary reports of mildness of symptoms of COVID-19 Omicron variant from South African doctors hold up. If they are not also seeing an increase in hospitalizations, this would be good news, esp. in a nation w low vaccination rates.",2021-11-29 17:54:05+00:00,,let hope preliminari report mild symptom covid19 omicron variant south african doctor hold also see increas hospit would good news esp nation w low vaccin rate,United States
medRxiv,"Cold Spring Harbor, NY",Modelling the effect of the interaction between vaccination and non-pharmaceutical measures on COVID-19 incidence  https://t.co/3BiAIIgRlj #medRxiv,2021-11-29 17:53:39+00:00,medrxiv,model effect interact vaccin nonpharmaceut measur covid19 incid medrxiv,United States
