,Terms,Frequency
1455,germantown,1
1633,hftigerprid,1
1634,hg,1
1619,heatherhpierc,1
1465,ggplot2,1
1636,hh,1
1466,ggunthorp,1
1481,globalbusinessoutlook,1
1480,globalbusi,1
1602,headach,1
1477,givingtuesday,1
1473,girrali,1
1472,giraff,1
1471,gingebelfast87,1
1607,healthcaremanag,1
1608,healthequ,1
1470,gild,1
1610,healthier,1
1469,gig,1
1612,healthybusd,1
1613,healthydriven,1
1467,ghealth,1
1635,hgrabenstein,1
1637,hhichilema,1
1598,hcsm,1
1660,hiya,1
1662,hla,1
1663,hochul,1
1433,gari,1
1431,garakusmv,1
1430,gaptelevis,1
1668,homecar,1
1670,honestli,1
1672,hooker,1
1427,gamedev,1
1674,hopelessli,1
1675,hopetheconspiracytheoristsarerightaboutthe5g,1
1425,gallagh,1
1677,hopkins,1
1678,hopkinsmedicin,1
1679,hors,1
1661,hkprdhu,1
1435,garythelandscap,1
1452,georg3,1
1436,gasmanj,1
1639,hhshealth,1
1451,genomewid,1
1448,generationvax,1
1447,generationshc,1
1445,gene,1
1645,highlandscous,1
1444,geert,1
1443,gclaborista,1
1648,highlytransmiss,1
1442,gbnew,1
1651,hilari,1
1653,hillelaron,1
1654,hint,1
1438,gatewayhealthfamili,1
1656,hispan,1
1599,hctcellular,1
1482,globalhealth,1
1840,iphon,1
1538,gsk,1
1540,gt90,1
1510,govtimwalz,1
1509,govt,1
1543,guardian,1
1544,guerrero,1
1545,guesswhosj,1
1507,govlarryhogan,1
1547,gui,1
1504,govcanhealth,1
1503,govaxmontgomeri,1
1500,gotop,1
1551,guilti,1
1499,gotocf,1
1553,gyn,1
1554,gynecolog,1
1511,gp,1
1537,growth,1
1556,hadley,1
1512,grade,1
1521,grappl,1
1522,grasstraximag,1
1517,grandpar,1
1524,gratitud,1
1516,grandpa,1
1526,greater,1
1515,grandfath,1
1528,greatreset,1
1514,grandchild,1
1530,greet,1
1531,greg,1
1532,gregabbotttx,1
1533,greghuntmp,1
1534,ground,1
1513,grail,1
1498,gotig,1
1557,haha,1
1596,havoc,1
1578,harbor,1
1580,harden,1
1486,goat,1
1583,hardhatson,1
1584,hardhit,1
1585,hardwork,1
1586,harm,1
1587,harryirvine10,1
1588,harvard,1
1589,harvardhealth,1
1590,harvardm,1
1591,haryana,1
1592,hasnt,1
1593,hatchshan,1
1594,haul,1
1483,gma,1
1489,goer,1
1577,happyhex,1
1558,haiku,1
1576,happili,1
1559,halestorm,1
1496,googlenew,1
1561,hall,1
1495,googl,1
1563,ham,1
1494,goodnew,1
1565,hamster,1
1567,handcuf,1
1568,handi,1
1569,handl,1
1570,handwash,1
1571,hansstarlif,1
1572,hanyscomm,1
1490,gohealio,1
1575,happiest,1
1680,hospic,1
1682,hospitalizationicu,1
1423,fyi,1
1353,floridian,1
1785,influenti,1
1351,flood,1
1787,infoqpscom,1
1350,flhealthduv,1
1789,infovaccin,1
1790,infrastructur,1
1791,infusiontreat,1
1792,ingenu,1
1794,inject,1
1795,injuri,1
1796,injustic,1
1797,inlegi,1
1798,innov,1
1799,ino4800,1
1800,inocul,1
1784,inflamm,1
1354,florist,1
1802,inpati,1
1781,inevit,1
1360,fluyoubak,1
1766,inde,1
1767,indefinit,1
1768,indepth,1
1770,indiacovidvacin,1
1771,indianachamb,1
1772,indiapostusa,1
1773,indiashawn,1
1358,fluid,1
1775,indiegam,1
1776,indirectli,1
1357,flucovid19,1
1355,flotu,1
1779,induc,1
1780,inequ,1
1801,inovio,1
1348,flckling,1
1422,fwiw,1
1822,internet,1
1824,interrupt,1
1825,interven,1
1826,intervent,1
1827,interview,1
1828,intranas,1
1329,fightcovidnyc,1
1830,intuit,1
1327,field,1
1832,inventor,1
1326,fgen,1
1325,fewer,1
1835,invinc,1
1322,fertil,1
1838,involv,1
1321,fenc,1
1330,fightflu,1
1331,filipino,1
1345,fisher,1
1820,interior,1
1344,firstnation10,1
1806,insle,1
1807,instanc,1
1343,firsthand,1
1809,instil,1
1340,finneganport,1
1811,instruct,1
1334,fin,1
1813,intellectu,1
1814,intelligenc,1
1815,intens,1
1816,intent,1
1817,interact,1
1333,film,1
1819,interim,1
1362,fml,1
1763,inconclus,1
1762,incom,1
1411,frontlin,1
1409,fromcongratul,1
1705,humor,1
1707,hunt,1
1406,fridaymotiv,1
1405,fridayfeel,1
1710,hussain,1
1402,freedum,1
1399,fred83266039,1
1713,hypothes,1
1714,hypothesi,1
1715,hyve,1
1398,francoordonez,1
1717,ice,1
1718,iconquerm,1
1397,francisco,1
1703,humanhealth,1
1701,hughsalt,1
1363,fmrevolut,1
1412,frustrat,1
1685,hotb,1
1686,hotez,1
1420,futrel,1
1419,funkymonkey225,1
1689,household,1
1690,howev,1
1416,fullyvaccin,1
1692,hr3860,1
1693,hrcommun,1
1694,hrprofession,1
1695,hrsa,1
1415,fullvaccin,1
1697,hs,1
1698,hssrheum,1
1699,hticejohnsoncountyiowagov,1
1395,franc,1
1393,foxnewsli,1
1392,foxnewskil,1
1723,ident,1
1745,immunecompromis,1
1375,forest,1
1747,imo,1
1374,forecast,1
1749,impair,1
1373,forcethevotem4a,1
1751,impetu,1
1371,forb,1
1753,impli,1
1369,fool,1
1366,foiltha,1
1365,foia,1
1758,incent,1
1759,inch,1
1364,focu,1
1376,forev,1
1743,immpj10,1
1380,fortbendhealth,1
1386,foundat,1
1390,foxla,1
1726,idph,1
1727,ieeespectrum,1
1387,founder,1
1730,iii,1
1731,ijustin,1
1733,illinoi,1
1740,imleslied154,1
1734,iloveperth,1
1383,forum,1
1382,fortun,1
1381,forthcom,1
1738,imap91,1
1739,imfwho,1
2175,mattswearingen,1
2177,mayb,1
737,communitybas,1
2618,pandemicnew,1
2620,panelist,1
2621,panic,1
2622,pantri,1
2623,papaci,1
2624,paper,1
883,cultur,1
2626,parentguardian,1
2627,parish,1
882,cubould,1
2629,parodi,1
881,ctvkitchen,1
880,ct,1
879,cryptodudemx,1
876,crucial,1
874,cross,1
884,cumberland,1
885,cup,1
873,crobinson18th,1
2616,panda,1
2601,overwhelm,1
2602,owe,1
2603,ownyourlif,1
2604,oxford,1
2605,oxfordcountyppc,1
2606,oxygen,1
2607,oyst,1
2608,pa,1
2609,pace,1
888,curri,1
2611,packer,1
2612,padua,1
886,curious,1
2614,painless,1
2615,painstak,1
2637,parton,1
2639,passeng,1
890,cuti,1
2660,pcr,1
2662,peak,1
861,craft,1
2665,penal,1
2666,penalti,1
859,coz360,1
2668,penicillin,1
858,coz,1
856,covishield,1
855,covidvari,1
2672,perc,1
854,covidvaccinekid,1
2674,percept,1
853,covidvaccinationindia,1
2676,perfectli,1
851,covidvacccin,1
2661,pct,1
2659,pckj3627,1
871,cristina,1
2658,pc,1
870,crisi,1
869,crime,1
2643,pathogen,1
868,creek,1
2646,patriot,1
2647,patriotofameri5,1
866,creation,1
2649,patryanuc,1
2650,patterson,1
2651,pauldecampo,1
2652,paulinehollywoo,1
2653,paus,1
2654,pauwitkowski,1
862,crave,1
2657,payrol,1
2600,overturn,1
891,cvac,1
2679,pericard,1
2530,oil,1
2532,okchealth,1
931,deathten,1
2535,oklahoman,1
2536,okumalift,1
929,deathdlr13,1
927,deasi,1
2539,ole,1
2540,omer,1
2543,omin,1
924,deal,1
2545,oncal,1
2548,oncolog,1
921,deadli,1
2550,oneday,1
2551,onedos,1
932,debat,1
2529,ohsunew,1
2553,oneteamunafamilia,1
2528,ohsudoernbech,1
2513,occup,1
2514,occupydemocrat,1
943,declar,1
2516,ocmoms4liberti,1
2517,oct,1
941,decisionmak,1
2519,odd,1
2520,offalcut,1
938,decept,1
936,deceiv,1
935,decatur,1
933,debkilroy,1
2525,oha,1
2526,ohioan,1
2527,ohiobas,1
2552,oneil,1
919,dcmedicaidmatt,1
2597,over60,1
2576,oregonst,1
2580,orleg,1
2581,orphan,1
2582,orpol,1
899,damag,1
2584,osuwexm,1
898,dalvin,1
2586,otter,1
897,dalebratzl,1
2588,out,1
2591,outlin,1
893,cyrusshahpar46,1
892,cyberharleen,1
2594,outstand,1
2595,outweigh,1
2596,ov,1
2577,org,1
902,danger,1
2556,onlineathen,1
903,dani,1
2557,onset,1
918,dchd,1
2559,onto,1
2560,ope,1
917,dcarea,1
914,davidmcallen6,1
2564,opinion,1
912,dave00d,1
909,datacurtain,1
908,dataanalyt,1
905,dare2bwel,1
2570,optimist,1
904,danielandrewsmp,1
2572,optout,1
2573,oral,1
850,covidtest,1
849,covidpandem,1
2178,mayerhawthorn,1
2786,powel,1
2788,pozmagazin,1
790,conveni,1
786,contrera,1
1520,graphic,1
2793,preciou,1
2794,precondit,1
2795,precvaccin,1
784,contra,1
2797,predictor,1
782,contin,1
781,context,1
778,consumerreport,1
2802,preliminari,1
2803,premis,1
777,consum,1
791,convers,1
2784,potusap,1
2806,preschool,1
795,convo,1
2766,pool,1
2767,poorer,1
2768,poorli,1
804,cordelia,1
803,corbinmckinlay,1
2771,popsiewagga1,1
2773,portal,1
2774,portfolio,1
2775,portlandcc,1
800,coordin,1
799,cooper,1
798,cooki,1
797,cook,1
2780,postur,1
796,conxion,1
2805,preregistr,1
2807,prescrib,1
2763,polio,1
2829,pro,1
2831,probabl,1
2832,probe,1
754,concentr,1
752,comprehens,1
751,compon,1
2838,professor,1
750,compliment,1
744,compil,1
742,compel,1
2844,prohealth,1
2845,prohibit,1
739,communityimmunitywv,1
2847,promis,1
738,communityimmun,1
2849,prompt,1
2830,proactiv,1
2828,prize,1
776,conspiracyb0t,1
759,concret,1
2809,preset,1
775,consortium,1
2811,press,1
2812,preterm,1
2813,prethanksgiv,1
2814,pretti,1
2815,preval,1
769,consensu,1
768,conscienc,1
767,connecticut,1
2820,princip,1
2821,print,1
766,connect,1
2823,priorit,1
2826,privaci,1
805,core,1
2762,policymak,1
2681,perpetr,1
2701,pharmaceut,1
2703,pharmacytechnician,1
840,covid19colorado,1
839,covid19au,1
838,covi19vaccin,1
2707,phem4evr,1
2708,phi,1
2709,phidotorg,1
2710,philanthopi,1
2711,philanthropi,1
2712,philkabl,1
2713,phimarypittman,1
2714,phinsf,1
836,cover,1
835,covaxin,1
2718,phrase,1
841,covid19new,1
842,covid19outreach,1
2720,phulten,1
2699,pgchealth,1
2682,persist,1
2684,personday,1
2685,personnel,1
2686,pertain,1
2687,pervas,1
2688,pete,1
2689,petebuttigieg,1
2690,peteforamerica,1
2691,peter,1
847,covidinform,1
2693,peterrowen,1
2694,petit,1
846,coviddeni,1
845,covid19with,1
2698,pfizerg,1
2719,phrma,1
831,countyofla,1
809,coronavirus,1
2742,plandem,1
2744,plateau,1
2745,plattsmouth,1
819,cosponsor,1
2747,playdat,1
818,cosmicengin,1
817,cosagov,1
2750,plaza,1
816,corrobor,1
2752,pleasant,1
2753,pleaseretweet,1
813,corpor,1
812,corpmedia,1
2757,poi,1
2759,poli,1
810,coronavirusnew,1
2743,planet,1
821,costa,1
2723,pic,1
2740,plain,1
830,countylevel,1
828,countless,1
2726,picton,1
2727,pictur,1
2728,pie,1
2729,piec,1
2730,piedmont,1
2731,pihu,1
825,councilmemb,1
2733,pino,1
2734,piper,1
2735,pittsburgh,1
2736,pittsford,1
2737,pivot,1
2738,pkbnew,1
2512,occultb0t,1
2511,occasion,1
2510,occamsrazor,1
1080,dontwaitvaccin,1
2283,misplac,1
2284,misrepresent,1
1078,donthorson,1
2286,mission,1
1077,dontbetheproblem,1
2288,mistak,1
2289,mithurheum,1
1075,donotcovidm,1
1074,donotcons,1
2292,mixandmatch,1
2293,mlk50memphi,1
2294,mlo,1
1073,donotcompli,1
2296,mnhealth,1
2297,mnrick4trump,1
2281,misguid,1
2279,misc,1
1071,donlemon,1
2278,miracoalit,1
1092,drill,1
1090,draw,1
1089,dramat,1
2265,mine,1
2266,minefield,1
2267,mineralssci,1
2268,minigr,1
2269,minim,1
1086,dovenew,1
2271,ministeri,1
2272,ministri,1
1085,doubt,1
2274,minnesotadh,1
2275,minnesotan,1
1082,dope,1
2299,mobley,1
2301,moder,1
2260,mill,1
1057,do,1
2324,mood,1
2325,moodi,1
2326,moregt,1
2327,moreton,1
1055,dmv,1
2329,morpheusb,1
2330,moscicki,1
1053,djokov,1
1052,djcelt,1
2333,motiv,1
2334,mound,1
2335,mount,1
2336,mountsinainyc,1
2337,mouse,1
1051,dj280zx,1
1056,dnevozhai,1
2321,montgomeri,1
1068,domin,1
2320,montcohealthpa,1
2303,modernaboost,1
2304,modernatx,1
2305,moffittnew,1
2306,moh,1
1066,dolli,1
2309,momentum,1
2310,moms4liberti,1
1065,dollar,1
2312,monetari,1
2313,money,1
2314,monfri,1
1064,doitforsa,1
2317,monopol,1
1062,dog,1
1060,dod,1
1093,drink,1
2258,mileston,1
2509,oc,1
2198,mede,1
1118,earl,1
2201,medicaid,1
2202,medicalmonday,1
1117,eagl,1
1116,ea,1
2206,medrxiv,1
2207,medstop,1
2208,medtech,1
2209,medtwitt,1
2211,meghanbragg,1
1112,duplic,1
1111,duke,1
2214,mellow,1
1109,dudley,1
2216,memori,1
2199,mediait,1
2197,med,1
2218,meneh,1
2196,meckcounti,1
2179,mayo,1
2180,mayoclin,1
2181,mayorpet,1
1126,east,1
2183,mcconaughey,1
2184,mcgaug,1
2185,mckinley,1
1122,earth,1
2188,mdreport,1
2189,meal,1
1121,earn,1
2191,meaning,1
1120,earlier,1
2193,measlesvector,1
2195,measureremot,1
1108,du,1
2219,menopaus,1
2257,mile,1
2239,mhealth,1
2241,miami,1
2242,michael,1
2243,michel,1
2244,micheleandreag1,1
2245,michelescheffl1,1
1099,drlouisehansen,1
2247,michigand,1
2248,michiganhh,1
2249,middl,1
1098,drleanawen,1
1097,driveup,1
2252,mike,1
2253,mikecompton,1
2254,mikejohansenmd,1
2255,mikescarcella,1
2240,mhtnhhealth,1
2238,mgmreadi,1
2220,menshealth,1
2237,mf,1
1107,dsbn,1
2222,mention,1
2223,mercer,1
1106,drwilner,1
1104,drtomfrieden,1
2226,mercnew,1
2227,mercola,1
2228,mercysgf,1
2229,merissahansen17,1
1103,drsmeena,1
2231,messeng,1
1102,drronaldpi,1
2233,method,1
2235,metropolitanhospit,1
1100,drmendalia,1
1050,dixi,1
2340,mrcygrc,1
1047,diver,1
2448,nolimittb31,1
2450,noncitizen,1
2451,nonclin,1
2452,nonetheless,1
2453,nonimmigr,1
2454,noninfecti,1
2455,nonou,1
2456,nonperish,1
2457,nonu,1
978,dental,1
2459,noosa,1
2460,noplacelikelearn,1
977,densiti,1
2462,normalci,1
976,denounc,1
2464,northcarolina,1
2449,nomandatoryvaccin,1
2447,nodal,1
2466,northstarcampaign,1
2446,noco,1
2429,nhbr,1
2430,nhp,1
2431,nice,1
2432,nichd,1
2433,nichol,1
2434,niec,1
984,depot,1
983,depopul,1
980,departmentofhealth,1
2440,nkagetsu,1
2441,nm,1
2442,nmleg,1
2443,nmphaoffici,1
2444,nmpol,1
2445,noak,1
975,denomin,1
974,deniseroland,1
2344,msa,1
959,delet,1
956,defin,1
955,defer,1
952,deep,1
2496,nyu,1
2497,oaklandcounti,1
951,deelatta,1
2499,ob,1
949,dedhamthr,1
2501,oblig,1
2502,obscur,1
948,dedhamma,1
2504,obstacl,1
2505,obstetr,1
947,dedhamboh,1
945,decor,1
2492,nychealthcommr,1
2490,ny,1
2468,northwestern,1
2489,nvo,1
973,denial,1
2470,nosideeffect,1
2473,noth,1
2474,notoveryet,1
969,democrat,1
2477,novak,1
2478,novavax,1
966,deltaplu,1
964,dellasanto,1
2483,nunyabizniz80,1
961,delhigovtschool,1
960,delhi,1
2486,nursewrit,1
2487,nut,1
2488,nutrit,1
985,dept,1
2427,nfl,1
2426,nfdin2021,1
2366,myhospit,1
1033,disinformationcampaign,1
1032,disinform,1
2370,mythbustingmonday,1
2371,naacpecu,1
2372,nadu,1
1031,dishearten,1
2374,nami,1
2375,nashvil,1
2377,nationalpharmacytechnicianday,1
1026,disclos,1
1025,discharg,1
2381,navajo,1
2382,navarret,1
2383,navi,1
2384,nba,1
2367,mymgm,1
2365,myeloma,1
2425,nfd,1
2364,mychart,1
1044,distinct,1
2346,mtleg,1
2347,mtpol,1
1041,display,1
1040,dispers,1
2350,muddl,1
2351,mull,1
2352,multco,1
2354,multiplatform,1
2356,muneer,1
2357,municip,1
1037,disobediencemi,1
1036,disneypark,1
2360,musserryan,1
2362,mutant,1
2385,nbc,1
2387,ncdhh,1
1018,dilut,1
1017,dilig,1
2408,net,1
2409,network,1
2410,neuroimmunolog,1
2411,neuroinflamm,1
2412,neurolog,1
992,destin,1
2416,newest,1
989,deserv,1
988,deschut,1
2419,newsi,1
987,deptofdefens,1
2421,newsom,1
986,deptbydept,1
2423,nextdoor,1
2424,nez,1
2407,nephew,1
2406,neighborhoodhth,1
997,devast,1
1007,diana,1
1016,digitalhealth,1
2391,ncgovernor,1
1009,dictat,1
1008,diari,1
2394,ncr,1
2395,ne,1
1006,diamondandsilk,1
999,developmentmonoclon,1
1005,dial,1
1002,dhec,1
2400,nebraska,1
1001,dhcsca,1
1000,devic,1
2403,needl,1
4064,zoo,1
